STATE,COUNTY,POPESTIMATE2019
29,185,9397
29,186,17894
29,187,67215
29,189,994205
29,195,22761
29,197,4660
29,199,4902
29,201,38280
29,203,8166
29,205,5930
29,207,29025
29,209,31952
29,211,6089
29,213,55928
29,215,25398
29,217,20563
29,219,35649
29,221,24730
29,223,12873
29,225,39592
29,227,2013
29,229,18289
29,510,300576
30,0,1068778
30,1,9453
30,3,13319
30,5,6681
30,7,6237
30,9,10725
30,11,1252
30,13,81366
30,15,5635
30,17,11402
30,19,1690
30,21,8613
30,23,9140
30,25,2846
30,27,11050
30,29,103806
30,31,114434
30,33,1258
30,35,13753
30,37,821
30,39,3379
30,41,16484
30,43,12221
30,45,2007
30,47,30458
30,49,69432
30,51,2337
30,53,19980
30,55,1664
30,57,8600
30,59,1862
30,61,4397
30,63,119600
30,65,4633
30,67,16606
30,69,487
30,71,3954
30,73,5911
30,75,1682
30,77,6890
30,79,1077
30,81,43806
30,83,10803
30,85,11004
30,87,8937
30,89,12113
30,91,3309
30,93,34915
30,95,9642
30,97,3737
30,99,6147
30,101,4736
30,103,696
30,105,7396
30,107,2126
30,109,969
30,111,161300
31,0,1934408
31,1,31363
31,3,6298
31,5,463
31,7,745
31,9,465
31,11,5192
31,13,10783
31,15,1919
31,17,2955
31,19,49659
31,21,6459
31,23,8016
31,25,26248
31,27,8402
31,29,3924
31,31,5689
31,33,8910
31,35,6203
31,37,10709
31,39,8846
31,41,10777
31,43,20026
31,45,8589
31,47,23595
31,49,1794
31,51,5636
31,53,36565
31,55,571327
31,57,1693
31,59,5462
31,61,2979
31,63,2627
31,65,4676
31,67,21513
31,69,1837
31,71,1969
31,73,1990
31,75,623
31,77,2356
31,79,61353
31,81,9324
31,83,3380
31,85,922
31,87,2762
31,89,10067
31,91,682
31,93,6445
31,95,7046
31,97,5071
31,99,6495
31,101,8034
31,103,806
31,105,3632
31,107,8332
31,109,319090
31,111,34914
31,113,748
31,115,664
31,117,494
31,119,35099
31,121,7755
31,123,4642
31,125,3519
31,127,6972
31,129,4148
31,131,16012
31,133,2613
31,135,2891
31,137,9034
31,139,7148
31,141,33470
31,143,5213
31,145,10724
31,147,7865
31,149,1357
31,151,14224
31,153,187196
31,155,21578
31,157,35618
31,159,17284
31,161,5246
31,163,3001
31,165,1166
31,167,5920
31,169,5003
31,171,722
31,173,7224
31,175,4158
31,177,20729
31,179,9385
31,181,3487
31,183,783
31,185,13679
32,0,3080156
32,1,24909
32,3,2266715
32,5,48905
32,7,52778
32,9,873
32,11,2029
32,13,16831
32,15,5532
32,17,5183
32,19,57510
32,21,4505
32,23,46523
32,27,6725
32,29,4123
32,31,471519
32,33,9580
32,510,55916
33,0,1359711
33,1,61303
33,3,48910
33,5,76085
33,7,31563
33,9,89886
33,11,417025
33,13,151391
33,15,309769
33,17,130633
33,19,43146
34,0,8882190
34,1,263670
34,3,932202
34,5,445349
34,7,506471
34,9,92039
34,11,149527
34,13,798975
34,15,291636
34,17,672391
34,19,124371
34,21,367430
34,23,825062
34,25,618795
34,27,491845
34,29,607186
34,31,501826
34,33,62385
34,35,328934
34,37,140488
34,39,556341
34,41,105267
35,0,2096829
35,1,679121
35,3,3527
35,5,64615
35,6,26675
35,7,11941
35,9,48954
35,11,1748
35,13,218195
35,15,58460
35,17,26998
35,19,4300
35,21,625
35,23,4198
35,25,71070
35,27,19572
35,28,19369
35,29,23709
35,31,71367
35,33,4521
35,35,67490
35,37,8253
35,39,38921
35,41,18500
35,43,146748
35,45,123958
35,47,27277
35,49,150358
35,51,10791
35,53,16637
35,55,32723
35,57,15461
35,59,4059
35,61,76688
36,0,19453561
36,1,305506
36,3,46091
36,5,1418207
36,7,190488
36,9,76117
36,11,76576
36,13,126903
36,15,83456
36,17,47207
36,19,80485
36,21,59461
36,23,47581
36,25,44135
36,27,294218
36,29,918702
36,31,36885
36,33,50022
36,35,53383
36,37,57280
36,39,47188
36,41,4416
36,43,61319
36,45,109834
36,47,2559903
36,49,26296
36,51,62914
36,53,70941
36,55,741770
36,57,49221
36,59,1356924
36,61,1628706
36,63,209281
36,65,228671
36,67,460528
36,69,109777
36,71,384940
36,73,40352
36,75,117124
36,77,59493
36,79,98320
36,81,2253858
36,83,158714
36,85,476143
36,87,325789
36,89,107740
36,91,229863
36,93,155299
36,95,30999
36,97,17807
36,99,34016
36,101,95379
36,103,1476601
36,105,75432
36,107,48203
36,109,102180
36,111,177573
36,113,63944
36,115,61204
36,117,89918
36,119,967506
36,121,39859
36,123,24913
37,0,10488084
37,1,169509
37,3,37497
37,5,11137
37,7,24446
37,9,27203
37,11,17557
37,13,46994
37,15,18947
37,17,32722
37,19,142820
37,21,261191
37,23,90485
37,25,216453
37,27,82178
37,29,10867
37,31,69473
37,33,22604
37,35,159551
37,37,74470
37,39,28612
37,41,13943
37,43,11231
37,45,97947
37,47,55508
37,49,102139
37,51,335509
37,53,27763
37,55,37009
37,57,167609
37,59,42846
37,61,58741
37,63,321488
37,65,51472
37,67,382295
37,69,69685
37,71,224529
37,73,11562
37,75,8441
37,77,60443
37,79,21069
37,81,537174
37,83,50010
37,85,135976
37,87,62317
37,89,117417
37,91,23677
37,93,55234
37,95,4937
37,97,181806
37,99,43938
37,101,209339
37,103,9419
37,105,61779
37,107,55949
37,109,86111
37,111,45756
37,113,35858
37,115,21755
37,117,22440
37,119,1110356
37,121,14964
37,123,27173
37,125,100880
37,127,94298
37,129,234473
37,131,19483
37,133,197938
37,135,148476
37,137,12726
37,139,39824
37,141,63060
37,143,13463
37,145,39490
37,147,180742
37,149,20724
37,151,143667
37,153,44829
37,155,130625
37,157,91010
37,159,142088
37,161,67029
37,163,63531
37,165,34823
37,167,62806
37,169,45591
37,171,71783
37,173,14271
37,175,34385
37,177,4016
37,179,239859
37,181,44535
37,183,1111761
37,185,19731
37,187,11580
37,189,56177
37,191,123131
37,193,68412
37,195,81801
37,197,37667
37,199,18069
38,0,762062
38,1,2216
38,3,10415
38,5,6832
38,7,928
38,9,6282
38,11,3024
38,13,2115
38,15,95626
38,17,181923
38,19,3762
38,21,4872
38,23,2264
38,25,4424
38,27,2287
38,29,3241
38,31,3210
38,33,1761
38,35,69451
38,37,2274
38,39,2231
38,41,2499
38,43,2480
38,45,4046
38,47,1850
38,49,5745
38,51,2497
38,53,15024
38,55,9450
38,57,8187
38,59,31364
38,61,10545
38,63,2879
38,65,1959
38,67,6801
38,69,3975
38,71,11519
38,73,5218
38,75,2327
38,77,16177
38,79,14176
38,81,3898
38,83,1315
38,85,4230
38,87,750
38,89,31489
38,91,1890
38,93,20704
38,95,2189
38,97,8036
38,99,10641
38,101,67641
38,103,3834
38,105,37589
39,0,11689100
39,1,27698
39,3,102351
39,5,53484
39,7,97241
39,9,65327
39,11,45656
39,13,67006
39,15,43432
39,17,383134
39,19,26914
39,21,38885
39,23,134083
39,25,206428
39,27,41968
39,29,101883
39,31,36600
39,33,41494
39,35,1235072
39,37,51113
39,39,38087
39,41,209177
39,43,74266
39,45,157574
39,47,28525
39,49,1316756
39,51,42126
39,53,29898
39,55,93649
39,57,168937
39,59,38875
39,61,817473
39,63,75783
39,65,31365
39,67,15040
39,69,27006
39,71,43161
39,73,28264
39,75,43960
39,77,58266
39,79,32413
39,81,65325
39,83,62322
39,85,230149
39,87,59463
39,89,176862
39,91,45672
39,93,309833
39,95,428348
39,97,44731
39,99,228683
39,101,65093
39,103,179746
39,105,22907
39,107,41172
39,109,106987
39,111,13654
39,113,531687
39,115,14508
39,117,35328
39,119,86215
39,121,14424
39,123,40525
39,125,18672
39,127,36134
39,129,58457
39,131,27772
39,133,162466
39,135,40882
39,137,33861
39,139,121154
39,141,76666
39,143,58518
39,145,75314
39,147,55178
39,149,48590
39,151,370606
39,153,541013
39,155,197974
39,157,91987
39,159,58988
39,161,28275
39,163,13085
39,165,234602
39,167,59911
39,169,115710
39,171,36692
39,173,130817
39,175,21772
40,0,3956971
40,1,22194
40,3,5702
40,5,13758
40,7,5311
40,9,21859
40,11,9429
40,13,47995
40,15,28762
40,17,148306
40,19,48111
40,21,48657
40,23,14672
40,25,2137
40,27,284014
40,29,5495
40,31,120749
40,33,5666
40,35,14142
40,37,71522
40,39,29003
40,41,43009
40,43,4891
40,45,3859
40,47,61056
40,49,27711
40,51,55834
40,53,4333
40,55,5712
40,57,2653
40,59,3688
40,61,12627
40,63,13279
40,65,24530
40,67,6002
40,69,11085
40,71,43538
40,73,15765
40,75,8708
40,77,10073
40,79,49853
40,81,34877
40,83,48011
40,85,10253
40,87,40474
40,89,32832
40,91,19596
40,93,7629
40,95,16931
40,97,41100
40,99,14073
40,101,67997
40,103,11131
40,105,10076
40,107,11993
40,109,797434
40,111,38465
40,113,46963
40,115,31127
40,117,16376
40,119,81784
40,121,43654
40,123,38284
40,125,72592
40,127,11096
40,129,3583
40,131,92459
40,133,24258
40,135,41569
40,137,43143
40,139,19983
40,141,7250
40,143,651552
40,145,81289
40,147,51527
40,149,10916
40,151,8793
40,153,20211
41,0,4217737
41,1,16124
41,3,93053
41,5,418187
41,7,40224
41,9,52354
41,11,64487
41,13,24404
41,15,22925
41,17,197692
41,19,110980
41,21,1912
41,23,7199
41,25,7393
41,27,23382
41,29,220944
41,31,24658
41,33,87487
41,35,68238
41,37,7869
41,39,382067
41,41,49962
41,43,129749
41,45,30571
41,47,347818
41,49,11603
41,51,812855
41,53,86085
41,55,1780
41,57,27036
41,59,77950
41,61,26835
41,63,7208
41,65,26682
41,67,601592
41,69,1332
41,71,107100
42,0,12801989
42,1,103009
42,3,1216045
42,5,64735
42,7,163929
42,9,47888
42,11,421164
42,13,121829
42,15,60323
42,17,628270
42,19,187853
42,21,130192
42,23,4447
42,25,64182
42,27,162385
42,29,524989
42,31,38438
42,33,79255
42,35,38632
42,37,64964
42,39,84629
42,41,253370
42,43,278299
42,45,566747
42,47,29910
42,49,269728
42,51,129274
42,53,7247
42,55,155027
42,57,14530
42,59,36233
42,61,45144
42,63,84073
42,65,43425
42,67,24763
42,69,209674
42,71,545724
42,73,85512
42,75,141793
42,77,369318
42,79,317417
42,81,113299
42,83,40625
42,85,109424
42,87,46138
42,89,170271
42,91,830915
42,93,18230
42,95,305285
42,97,90843
42,99,46272
42,101,1584064
42,103,55809
42,105,16526
42,107,141359
42,109,40372
42,111,73447
42,113,6066
42,115,40328
42,117,40591
42,119,44923
42,121,50668
42,123,39191
42,125,206865
42,127,51361
42,129,348899
42,131,26794
42,133,449058
44,0,1059361
44,1,48479
44,3,164292
44,5,82082
44,7,638931
44,9,125577
45,0,5148714
45,1,24527
45,3,170872
45,5,8688
45,7,202558
45,9,14066
45,11,20866
45,13,192122
45,15,227907
45,17,14553
45,19,411406
45,21,57300
45,23,32244
45,25,45650
45,27,33745
45,29,37677
45,31,66618
45,33,30479
45,35,162809
45,37,27260
45,39,22347
45,41,138293
45,43,62680
45,45,523542
45,47,70811
45,49,19222
45,51,354081
45,53,30073
45,55,66551
45,57,98012
45,59,67493
45,61,16828
45,63,298750
45,65,9463
45,67,30657
45,69,26118
45,71,38440
45,73,79546
45,75,86175
45,77,126884
45,79,415759
45,81,20473
45,83,319785
45,85,106721
45,87,27316
45,89,30368
45,91,280979
46,0,884659
46,3,2751
46,5,18453
46,7,3365
46,9,6901
46,11,35077
46,13,38839
46,15,5297
46,17,1962
46,19,10429
46,21,1376
46,23,9292
46,25,3736
46,27,14070
46,29,28009
46,31,4086
46,33,8972
46,35,19775
46,37,5424
46,39,4351
46,41,5892
46,43,2921
46,45,3829
46,47,6713
46,49,2299
46,51,7052
46,53,4185
46,55,1899
46,57,6164
46,59,3191
46,61,3453
46,63,1298
46,65,17526
46,67,7291
46,69,1301
46,71,3344
46,73,2013
46,75,903
46,77,4939
46,79,12797
46,81,25844
46,83,61128
46,85,3781
46,87,5586
46,89,2379
46,91,4935
46,93,28332
46,95,2061
46,97,2216
46,99,193134
46,101,6576
46,102,14177
46,103,113775
46,105,2865
46,107,2153
46,109,10394
46,111,2344
46,115,6376
46,117,3098
46,119,1391
46,121,10177
46,123,5441
46,125,8384
46,127,15932
46,129,5435
46,135,22814
46,137,2756
47,0,6829174
47,1,76978
47,3,49713
47,5,16160
47,7,15064
47,9,133088
47,11,108110
47,13,39842
47,15,14678
47,17,27767
47,19,56391
47,21,40667
47,23,17297
47,25,31959
47,27,7615
47,29,36004
47,31,56520
47,33,14230
47,35,60520
47,37,694144
47,39,11663
47,41,20490
47,43,53948
47,45,37159
47,47,41133
47,49,18523
47,51,42208
47,53,49133
47,55,29464
47,57,23320
47,59,69069
47,61,13427
47,63,64934
47,65,367804
47,67,6620
47,69,25050
47,71,25652
47,73,56786
47,75,17304
47,77,28117
47,79,32345
47,81,25178
47,83,8201
47,85,18582
47,87,11786
47,89,54495
47,91,17788
47,93,470313
47,95,7016
47,97,25633
47,99,44142
47,101,12268
47,103,34366
47,105,54068
47,107,53794
47,109,25694
47,111,24602
47,113,97984
47,115,28907
47,117,34375
47,119,96387
47,121,12422
47,123,46545
47,125,208993
47,127,6488
47,129,21403
47,131,30069
47,133,22241
47,135,8076
47,137,5048
47,139,16832
47,141,80245
47,143,33167
47,145,53382
47,147,71813
47,149,332285
47,151,22068
47,153,15026
47,155,98250
47,157,937166
47,159,20157
47,161,13715
47,163,158348
47,165,191283
47,167,61599
47,169,11284
47,171,17883
47,173,19972
47,175,5872
47,177,41277
47,179,129375
47,181,16673
47,183,33328
47,185,27345
47,187,238412
47,189,144657
48,0,28995881
48,1,57735
48,3,18705
48,5,86715
48,7,23510
48,9,8553
48,11,1887
48,13,51153
48,15,30032
48,17,7000
48,19,23112
48,21,88723
48,23,3509
48,25,32565
48,27,362924
48,29,2003554
48,31,11931
48,33,654
48,35,18685
48,37,93245
48,39,374264
48,41,229211
48,43,9203
48,45,1546
48,47,7093
48,49,37864
48,51,18443
48,53,48155
48,55,43664
48,57,21290
48,59,13943
48,61,423163
48,63,13094
48,65,5926
48,67,30026
48,69,7530
48,71,43837
48,73,52646
48,75,7306
48,77,10471
48,79,2853
48,81,3387
48,83,8175
48,85,1034730
48,87,2920
48,89,21493
48,91,156209
48,93,13635
48,95,2726
48,97,41257
48,99,75951
48,101,1398
48,103,4797
48,105,3464
48,107,5737
48,109,2171
48,111,7287
48,113,2635516
48,115,12728
48,117,18546
48,119,5331
48,121,887207
48,123,20160
48,125,2211
48,127,10124
48,129,3278
48,131,11157
48,133,18360
48,135,166223
48,137,1932
48,139,184826
48,141,839238
48,143,42698
48,145,17297
48,147,35514
48,149,25346
48,151,3830
48,153,5712
48,155,1155
48,157,811688
48,159,10725
48,161,19717
48,163,20306
48,165,21492
48,167,342139
48,169,6229
48,171,26988
48,173,1409
48,175,7658
48,177,20837
48,179,21886
48,181,136212
48,183,123945
48,185,28880
48,187,166847
48,189,33406
48,191,2964
48,193,8461
48,195,5399
48,197,3933
48,199,57602
48,201,4713325
48,203,66553
48,205,5576
48,207,5658
48,209,230191
48,211,3819
48,213,82737
48,215,868707
48,217,36649
48,219,23021
48,221,61643
48,223,37084
48,225,22968
48,227,36664
48,229,4886
48,231,98594
48,233,20938
48,235,1536
48,237,8935
48,239,14760
48,241,35529
48,243,2274
48,245,251565
48,247,5200
48,249,40482
48,251,175817
48,253,20083
48,255,15601
48,257,136154
48,259,47431
48,261,404
48,263,762
48,265,52600
48,267,4337
48,269,272
48,271,3667
48,273,30680
48,275,3664
48,277,49859
48,279,12893
48,281,21428
48,283,7520
48,285,20154
48,287,17239
48,289,17404
48,291,88219
48,293,23437
48,295,3233
48,297,12207
48,299,21795
48,301,169
48,303,310569
48,305,5951
48,307,7984
48,309,256623
48,311,743
48,313,14284
48,315,9854
48,317,5771
48,319,4274
48,321,36643
48,323,58722
48,325,51584
48,327,2138
48,329,176832
48,331,24823
48,333,4873
48,335,8545
48,337,19818
48,339,607391
48,341,20940
48,343,12388
48,345,1200
48,347,65204
48,349,50113
48,351,13595
48,353,14714
48,355,362294
48,357,9836
48,359,2112
48,361,83396
48,363,29189
48,365,23194
48,367,142878
48,369,9605
48,371,15823
48,373,51353
48,375,117415
48,377,6704
48,379,12514
48,381,137713
48,383,3849
48,385,3452
48,387,12023
48,389,15976
48,391,6948
48,393,854
48,395,17074
48,397,104915
48,399,10264
48,401,54406
48,403,10542
48,405,8237
48,407,28859
48,409,66730
48,411,6055
48,413,2793
48,415,16703
48,417,3265
48,419,25274
48,421,3022
48,423,232751
48,425,9128
48,427,64633
48,429,9366
48,431,1291
48,433,1350
48,435,3776
48,437,7397
48,439,2102515
48,441,138034
48,443,776
48,445,12337
48,447,1501
48,449,32750
48,451,119200
48,453,1273954
48,455,14651
48,457,21672
48,459,41753
48,461,3657
48,463,26741
48,465,49025
48,467,56590
48,469,92084
48,471,72971
48,473,55246
48,475,11998
48,477,35882
48,479,276652
48,481,41556
48,483,5056
48,485,132230
48,487,12769
48,489,21358
48,491,590551
48,493,51070
48,495,8010
48,497,69984
48,499,45539
48,501,8713
48,503,18010
48,505,14179
48,507,11840
49,0,3205958
49,1,6710
49,3,56046
49,5,128289
49,7,20463
49,9,950
49,11,355481
49,13,19938
49,15,10012
49,17,5051
49,19,9754
49,21,54839
49,23,12017
49,25,7886
49,27,13188
49,29,12124
49,31,1479
49,33,2483
49,35,1160437
49,37,15308
49,39,30939
49,41,21620
49,43,42145
49,45,72259
49,47,35734
49,49,636235
49,51,34091
49,53,177556
49,55,2711
49,57,260213
50,0,623989
50,1,36777
50,3,35470
50,5,29993
50,7,163774
50,9,6163
50,11,49402
50,13,7235
50,15,25362
50,17,28892
50,19,27037
50,21,58191
50,23,58409
50,25,42222
50,27,55062
51,0,8535519
51,1,32316
51,3,109330
51,5,14860
51,7,13145
51,9,31605
51,11,15911
51,13,236842
51,15,75558
51,17,4147
51,19,78997
51,21,6280
51,23,33419
51,25,16231
51,27,21004
51,29,17148
51,31,54885
51,33,30725
51,35,29791
51,36,6963
51,37,11880
51,41,352802
51,43,14619
51,45,5131
51,47,52605
51,49,9932
51,51,14318
51,53,28544
51,57,10953
51,59,1147532
51,61,71222
51,63,15749
51,65,27270
51,67,56042
51,69,89313
51,71,16720
51,73,37348
51,75,23753
51,77,15550
51,79,19819
51,81,11336
51,83,33911
51,85,107766
51,87,330818
51,89,50557
51,91,2190
51,93,37109
51,95,76523
51,97,7025
51,99,26836
51,101,17148
51,103,10603
51,105,23423
51,107,413538
51,109,37591
51,111,12196
51,113,13261
51,115,8834
51,117,30587
51,119,10582
51,121,98535
51,125,14930
51,127,23091
51,131,11710
51,133,12095
51,135,15232
51,137,37051
51,139,23902
51,141,17608
51,143,60354
51,145,29652
51,147,22802
51,149,38353
51,153,470335
51,155,34027
51,157,7370
51,159,9023
51,161,94186
51,163,22573
51,165,81948
51,167,26586
51,169,21566
51,171,43616
51,173,30104
51,175,17631
51,177,136215
51,179,152882
51,181,6422
51,183,11159
51,185,40595
51,187,40164
51,191,53740
51,193,18015
51,195,37383
51,197,28684
51,199,68280
51,510,159428
51,520,16762
51,530,6478
51,540,47266
51,550,244835
51,570,17370
51,580,5538
51,590,40044
51,595,5346
51,600,24019
51,610,14617
51,620,7967
51,630,29036
51,640,6347
51,650,134510
51,660,53016
51,670,22529
51,678,7446
51,680,82168
51,683,41085
51,685,17478
51,690,12554
51,700,179225
51,710,242742
51,720,3981
51,730,31346
51,735,12271
51,740,94398
51,750,18249
51,760,230436
51,770,99143
51,775,25301
51,790,24932
51,800,92108
51,810,449974
51,820,22630
51,830,14954
51,840,28078
53,0,7614893
53,1,19983
53,3,22582
53,5,204390
53,7,77200
53,9,77331
53,11,488241
53,13,3985
53,15,110593
53,17,43429
53,19,7627
53,21,95222
53,23,2225
53,25,97733
53,27,75061
53,29,85141
53,31,32221
53,33,2252782
53,35,271473
53,37,47935
53,39,22425
53,41,80707
53,43,10939
53,45,66768
53,47,42243
53,49,22471
53,51,13724
53,53,904980
53,55,17582
53,57,129205
53,59,12083
53,61,822083
53,63,522798
53,65,45723
53,67,290536
53,69,4488
53,71,60760
53,73,229247
53,75,50104
53,77,250873
54,0,1792147
54,1,16441
54,3,119171
54,5,21457
54,7,13957
54,9,21939
54,11,91945
54,13,7109
54,15,8508
54,17,8448
54,19,42406
54,21,7823
54,23,11568
54,25,34662
54,27,23175
54,29,28810
54,31,13776
54,33,67256
54,35,28576
54,37,57146
54,39,178124
54,41,15907
54,43,20409
54,45,32019
54,47,17624
54,49,56072
54,51,30531
54,53,26516
54,55,58758
54,57,26868
54,59,23424
54,61,105612
54,63,13275
54,65,17884
54,67,24496
54,69,41411
54,71,6969
54,73,7460
54,75,8247
54,77,33432
54,79,56450
54,81,73361
54,83,28695
54,85,9554
54,87,13688
54,89,12573
54,91,16695
54,93,6839
54,95,8591
54,97,24176
54,99,39402
54,101,8114
54,103,15065
54,105,5821
54,107,83518
54,109,20394
55,0,5822434
55,1,20220
55,3,15562
55,5,45244
55,7,15036
55,9,264542
55,11,13031
55,13,15414
55,15,50089
55,17,64658
55,19,34774
55,21,57532
55,23,16131
55,25,546695
55,27,87839
55,29,27668
55,31,43150
55,33,45368
55,35,104646
55,37,4295
55,39,103403
55,41,9004
55,43,51439
55,45,36960
55,47,18913
55,49,23678
55,51,5687
55,53,20643
55,55,84769
55,57,26687
55,59,169561
55,61,20434
55,63,118016
55,65,16665
55,67,19189
55,69,27593
55,71,78981
55,73,135692
55,75,40350
55,77,15574
55,78,4556
55,79,945726
55,81,46253
55,83,37930
55,85,35595
55,87,187885
55,89,89221
55,91,7287
55,93,42754
55,95,43783
55,97,70772
55,99,13351
55,101,196311
55,103,17252
55,105,163354
55,107,14178
55,109,90687
55,111,64442
55,113,16558
55,115,40899
55,117,115340
55,119,20343
55,121,29649
55,123,30822
55,125,22195
55,127,103868
55,129,15720
55,131,136034
55,133,404198
55,135,50990
55,137,24443
55,139,171907
55,141,72999
56,0,578759
56,1,38880
56,3,11790
56,5,46341
56,7,14800
56,9,13822
56,11,7584
56,13,39261
56,15,13211
56,17,4413
56,19,8445
56,21,99500
56,23,19830
56,25,79858
56,27,2356
56,29,29194
56,31,8393
56,33,30485
56,35,9831
56,37,42343
56,39,23464
56,41,20226
56,43,7805
56,45,6927
